Link ID,Body size reference,Body size methodology,mass.units,length.units,Taxonomy consumer,Lifestage consumer,Common name(s) consumer,Metabolic category consumer,Type of feeding interaction,Minimum length (m) consumer,Mean length (m) consumer,Maximum length (m) consumer,Minimum mass (g) consumer,Mean mass (g) consumer,Maximum mass (g) consumer,Taxonomy resource,Lifestage - resource,Common name(s) resource,Metabolic category resource,Minimum length (m) resource,Mean length (m) resource,Maximum length (m) resource,Minimum mass (g) resource,Mean mass (g) resource,Maximum mass (g) resource,Consumer/resource body mass ratio,Notes
6095,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000747,NA,Poduromorpha,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,74.7,NA
6096,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000747,NA,Sminthuridae,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,74.7,NA
6097,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,larvae,NA,invertebrate,predacious,NA,NA,NA,NA,0.000502,NA,Entomobryomorpha,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,50.2,NA
6098,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,larvae,NA,invertebrate,predacious,NA,NA,NA,NA,0.000502,NA,Poduromorpha,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,50.2,NA
6099,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,larvae,NA,invertebrate,predacious,NA,NA,NA,NA,0.000502,NA,Sminthuridae,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,50.2,NA
6100,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hybotidae,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0000333,NA,Aphidoidea,NA,NA,invertebrate,NA,NA,NA,NA,0.00008,NA,0.41625,NA
6101,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hybotidae,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0000333,NA,Proctotrupoidea,NA,NA,invertebrate,NA,NA,NA,NA,0.00003,NA,1.11,NA
6102,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Araneae,NA,NA,invertebrate,NA,NA,NA,NA,0.00315,NA,0.063492063,NA
6103,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Zelotes sp,immature,NA,invertebrate,NA,NA,NA,NA,0.0007,NA,0.285714286,NA
6104,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Antistea elegans (Blackwall, 1841)",NA,NA,invertebrate,NA,NA,NA,NA,0.000382,NA,0.523560209,NA
6105,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Antistea elegans (Blackwall, 1841)",immature,NA,invertebrate,NA,NA,NA,NA,0.000209,NA,0.956937799,NA
6106,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Linyphiidae,immature,NA,invertebrate,NA,NA,NA,NA,0.000179,NA,1.117318436,NA
6107,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Bathyphantes gracilis (Blackwall, 1841)",NA,NA,invertebrate,NA,NA,NA,NA,0.000225,NA,0.888888889,NA
6108,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,NA,NA,NA,NA,0.000283,NA,0.706713781,NA
6109,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Gongylidiellum murcidum Simon, 1884",NA,NA,invertebrate,NA,NA,NA,NA,0.000111,NA,1.801801802,NA
6110,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Lepthyphantes tenuis (Blackwall, 1852)",NA,NA,invertebrate,NA,NA,NA,NA,0.000225,NA,0.888888889,NA
6111,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Silometopus elegans (O. P.-Cambridge, 1873)",NA,NA,invertebrate,NA,NA,NA,NA,0.000225,NA,0.888888889,NA
6112,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Walckenaeria nudipalpis (Westring, 1851)",NA,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,0.666666667,NA
6113,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Liocranidae,immature,NA,invertebrate,NA,NA,NA,NA,0.000106,NA,1.886792453,NA
6114,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Lycosidae,immature,NA,invertebrate,NA,NA,NA,NA,0.0000809,NA,2.472187886,NA
6115,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Pirata sp,immature,NA,invertebrate,NA,NA,NA,NA,0.00115,NA,0.173913043,NA
6116,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Pirata tenuitarsis Simon, 1876",NA,NA,invertebrate,NA,NA,NA,NA,0.00211,NA,0.09478673,NA
6117,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Thomisidae,immature,NA,invertebrate,NA,NA,NA,NA,0.000104,NA,1.923076923,NA
6118,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Xysticus sp,immature,NA,invertebrate,NA,NA,NA,NA,0.000285,NA,0.701754386,NA
6119,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,"Zora spinimana (Sundevall, 1833)",NA,NA,invertebrate,NA,NA,NA,NA,0.0015,NA,0.133333333,NA
6120,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Opilionida,NA,NA,invertebrate,NA,NA,NA,NA,0.00317,NA,0.063091483,NA
6121,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Ligidium hypnorum (Cuvier),larvae,NA,invertebrate,NA,NA,NA,NA,0.00127,NA,0.157480315,NA
6122,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Trichoniscidae,NA,NA,invertebrate,NA,NA,NA,NA,0.00034,NA,0.588235294,NA
6123,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Valvata sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000206,NA,0.970873786,NA
6124,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Euconulus alderi (Gray),NA,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,0.666666667,NA
6125,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Helicidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0014,NA,0.142857143,NA
6126,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Vertigo antivertigo (Draparnaud),NA,NA,invertebrate,NA,NA,NA,NA,0.0009,NA,0.222222222,NA
6127,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Vertigo moulinsiana (Dupuy),NA,NA,invertebrate,NA,NA,NA,NA,0.00085,NA,0.235294118,NA
6128,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Vertigo pygmaea (Draparnaud),NA,NA,invertebrate,NA,NA,NA,NA,0.00055,NA,0.363636364,NA
6129,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Pelochares versicolor (Waltl),NA,NA,invertebrate,NA,NA,NA,NA,0.000608,NA,0.328947368,NA
6130,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Diplocampa assimile (Gyllenhal),NA,NA,invertebrate,NA,NA,NA,NA,0.00065,NA,0.307692308,NA
6131,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Propylaea quatuordecimpunctata (L.),NA,NA,invertebrate,NA,NA,NA,NA,0.00146,NA,0.136986301,NA
6132,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Anacaena limbata (F.),NA,NA,invertebrate,NA,NA,NA,NA,0.0004,NA,0.5,NA
6133,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Brachygluta sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0000872,NA,2.293577982,NA
6134,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Bryaxis sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000043,NA,4.651162791,NA
6135,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Edaphus blühweissi (Scheerp.),NA,NA,invertebrate,NA,NA,NA,NA,0.0000274,NA,7.299270073,NA
6136,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Lesteva sicula (Er.),NA,NA,invertebrate,NA,NA,NA,NA,0.0005,NA,0.4,NA
6137,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Anotylus sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000043,NA,4.651162791,NA
6138,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Platystethus nodifrons (Sahlb.),NA,NA,invertebrate,NA,NA,NA,NA,0.000346,NA,0.578034682,NA
6139,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Trogophloeus corticinus (Grav.),NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,2,NA
6140,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Stilicus rufipes (Germ.),NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,2,NA
6141,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Erichsonius cinerascens (Grav.),NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,2,NA
6142,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Psychodidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,0.714285714,NA
6143,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Heteroptera,NA,NA,invertebrate,NA,NA,NA,NA,0.000747,NA,0.267737617,NA
6144,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Heteroptera,larvae,NA,invertebrate,NA,NA,NA,NA,0.000502,NA,0.398406375,NA
6145,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Hebrus pusillus (Fallen),NA,NA,invertebrate,NA,NA,NA,NA,0.00156,NA,0.128205128,NA
6146,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Pentatomidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.000922,NA,0.21691974,NA
6147,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Chartoscirta cincta (Herrich-Schäffer),NA,NA,invertebrate,NA,NA,NA,NA,0.0016,NA,0.125,NA
6148,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Aphidoidea,NA,NA,invertebrate,NA,NA,NA,NA,0.00008,NA,2.5,NA
6149,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Cicadina,larvae,NA,invertebrate,NA,NA,NA,NA,0.000136,NA,1.470588235,NA
6150,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Fulgoroidea,larvae,NA,invertebrate,NA,NA,NA,NA,0.000123,NA,1.62601626,NA
6151,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Delphacidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.000267,NA,0.74906367,NA
6152,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Jassidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,0.666666667,NA
6153,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hypostenus sp,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0002,NA,Chrysopidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,0.666666667,NA
6154,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Cantharis fulvicollis (F.),NA,NA,invertebrate,NA,NA,NA,NA,0.00856,NA,5.514018692,NA
6155,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,"Limnobaris dolorosa (Goeze, 1777)",NA,NA,invertebrate,NA,NA,NA,NA,0.0046,NA,10.26086957,NA
6156,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Oedemera nobilis (Scop.),NA,NA,invertebrate,NA,NA,NA,NA,0.0097,NA,4.865979381,NA
6157,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Calliphoridae,NA,NA,invertebrate,NA,NA,NA,NA,0.0261,NA,1.808429119,NA
6158,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,"Dolichopus nubilius Meigen, 1924",NA,NA,invertebrate,NA,NA,NA,NA,0.0014,NA,33.71428571,NA
6159,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,NA,NA,NA,NA,0.0006,NA,78.66666667,NA
6160,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Limoniidae,NA,NA,invertebrate,NA,NA,NA,NA,0.000295,NA,160,NA
6161,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Ilione albiseta (Scopoli),NA,NA,invertebrate,NA,NA,NA,NA,0.0047,NA,10.04255319,NA
6162,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Ilione lineata (Fallén),NA,NA,invertebrate,NA,NA,NA,NA,0.001,NA,47.2,NA
6163,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Limnia paludicola (Elberg),NA,NA,invertebrate,NA,NA,NA,NA,0.00153,NA,30.8496732,NA
6164,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Pherbina coryleti (Fallén),NA,NA,invertebrate,NA,NA,NA,NA,0.0064,NA,7.375,NA
6165,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Tetanocera ferruginea (Fallén),NA,NA,invertebrate,NA,NA,NA,NA,0.0034,NA,13.88235294,NA
6166,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Chrysotoxum sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0118,NA,4,NA
6167,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Cloeon simile (Eaton),NA,NA,invertebrate,NA,NA,NA,NA,0.0002,NA,236,NA
6168,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Pachybrachius sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0017,NA,27.76470588,NA
6169,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Cicadella viridis (L.),NA,NA,invertebrate,NA,NA,NA,NA,0.0039,NA,12.1025641,NA
6170,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Apis mellifera L.,NA,NA,invertebrate,NA,NA,NA,NA,0.0188,NA,2.510638298,NA
6171,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Ichneumonidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0025,NA,18.88,NA
6172,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Trypoxylon attenuatum (Smith),NA,NA,invertebrate,NA,NA,NA,NA,0.0011,NA,42.90909091,NA
6173,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Zygoptera,NA,NA,invertebrate,NA,NA,NA,NA,0.0046,NA,10.26086957,NA
6174,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Coenagrion pulchellum (Vander Linden),NA,NA,invertebrate,NA,NA,NA,NA,0.0055,NA,8.581818182,NA
6175,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Coenagrion sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0084,NA,5.619047619,NA
6176,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Larinioides cornutus (Clerck, 1757)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0472,NA,Sympetrum sp,NA,NA,invertebrate,NA,NA,NA,NA,0.083,NA,0.568674699,NA
6177,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,Chrysomelidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0023,NA,0.773913043,NA
6178,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,Aphtona lutescens (Gyll.),NA,NA,invertebrate,NA,NA,NA,NA,0.0002,NA,8.9,NA
6179,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,Chaetocnema confusa (Bohem.),NA,NA,invertebrate,NA,NA,NA,NA,0.0005,NA,3.56,NA
6180,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,Propylaea quatuordecimpunctata (L.),NA,NA,invertebrate,NA,NA,NA,NA,0.00146,NA,1.219178082,NA
6181,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,"Limnobaris dolorosa (Goeze, 1777)",NA,NA,invertebrate,NA,NA,NA,NA,0.0046,NA,0.386956522,NA
6182,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,Meligethes sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000266,NA,6.691729323,NA
6183,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,Chironomidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0000614,NA,28.99022801,NA
6184,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,Chloropidae,NA,NA,invertebrate,NA,NA,NA,NA,0.000493,NA,3.610547667,NA
6185,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,"Argyra vestita (Wiedemann, 1817)",NA,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,5.933333333,NA
6186,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,"Chrysotus cilipes Meigen, 1824",NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,17.8,NA
6187,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,"Dolichopus nubilius Meigen, 1924",NA,NA,invertebrate,NA,NA,NA,NA,0.0014,NA,1.271428571,NA
6188,Cattin Blandenier (2004),measurement; published account; regression,g,m,Larinioides sp,juveniles,NA,invertebrate,predacious,NA,NA,NA,NA,0.00178,NA,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,NA,NA,NA,NA,0.0006,NA,2.966666667,NA
